Year,Sport,Discipline,Medal,Country,Author,AuthorId
2008,DIV,womens-synchronized-springboard,Gold,CHN,China,
2008,DIV,womens-synchronized-springboard,Silver,RUS,Russia,
2008,DIV,womens-synchronized-springboard,Bronze,GER,Germany,
2004,DIV,womens-synchronized-springboard,Gold,CHN,China,
2004,DIV,womens-synchronized-springboard,Silver,RUS,Russia,
2004,DIV,womens-synchronized-springboard,Bronze,AUS,Australia,
2000,DIV,womens-synchronized-springboard,Gold,RUS,Russia,
2000,DIV,womens-synchronized-springboard,Silver,CHN,China,
2000,DIV,womens-synchronized-springboard,Bronze,UKR,Ukraine,
1948,EQU,mens-dressage-individual,Gold,SUI,Hans Moser,hans-moser-1
1948,EQU,mens-dressage-individual,Silver,FRA,AndrÃ© JousseaumÃ©,andre-jousseaume-1
1948,EQU,mens-dressage-individual,Bronze,SWE,Gustaf Adolf Boltenstern, Jr.
1936,EQU,mens-dressage-individual,Gold,GER,Heinz Pollay,heinz-pollay-1
1936,EQU,mens-dressage-individual,Silver,GER,Friedrich Gerhard,friedrich-gerhard-1
1936,EQU,mens-dressage-individual,Bronze,AUT,Alois Podhajsky,alois-podhajsky-1
1932,EQU,mens-dressage-individual,Gold,FRA,Xavier Lesage,xavier-lesage-1
1932,EQU,mens-dressage-individual,Silver,FRA,Charles Marion,charles-marion-1
1932,EQU,mens-dressage-individual,Bronze,USA,Hiram Tuttle,hiram-tuttle-1
1928,EQU,mens-dressage-individual,Gold,GER,Carl von Langen-Parow,carl-von-langen-parow-1
1928,EQU,mens-dressage-individual,Silver,FRA,Charles Marion,charles-marion-1
1928,EQU,mens-dressage-individual,Bronze,SWE,Ragnar Olson,ragnar-olson-1
1924,EQU,mens-dressage-individual,Gold,SWE,Ernst Linder,ernst-linder-1
1924,EQU,mens-dressage-individual,Silver,SWE,Bertil SandstrÃ¶m,bertil-sandstrom-1
1924,EQU,mens-dressage-individual,Bronze,FRA,Xavier Lesage,xavier-lesage-1
1920,EQU,mens-dressage-individual,Gold,SWE,Janne Lundblad,janne-lundblad-1
1920,EQU,mens-dressage-individual,Silver,SWE,Bertil SandstrÃ¶m,bertil-sandstrom-1
1920,EQU,mens-dressage-individual,Bronze,SWE,Hans von Rosen,hans-von-rosen-1
1912,EQU,mens-dressage-individual,Gold,SWE,Carl, Count Bonde
1912,EQU,mens-dressage-individual,Silver,SWE,Gustaf Adolf Boltenstern, Sr.
1912,EQU,mens-dressage-individual,Bronze,SWE,Hans von Blixen-Finecke, Sr.
1948,EQU,mens-dressage-team,Gold,FRA,France,
1948,EQU,mens-dressage-team,Silver,USA,United States,
1948,EQU,mens-dressage-team,Bronze,POR,Portugal,
1936,EQU,mens-dressage-team,Gold,GER,Germany,
1936,EQU,mens-dressage-team,Silver,FRA,France,
1936,EQU,mens-dressage-team,Bronze,SWE,Sweden,
1932,EQU,mens-dressage-team,Gold,FRA,France,
1932,EQU,mens-dressage-team,Silver,SWE,Sweden,
1932,EQU,mens-dressage-team,Bronze,USA,United States,
1928,EQU,mens-dressage-team,Gold,GER,Germany,
1928,EQU,mens-dressage-team,Silver,SWE,Sweden,
1928,EQU,mens-dressage-team,Bronze,NED,Netherlands,
1952,EQU,mens-jumping-individual,Gold,FRA,Pierre JonquÃ¨res d'Oriola,pierre-jonqueres-doriola-1
1952,EQU,mens-jumping-individual,Silver,CHI,Ãscar Cristi,oscar-cristi-1
1952,EQU,mens-jumping-individual,Bronze,GER,Fritz Thiedemann,fritz-thiedemann-1
1948,EQU,mens-jumping-individual,Gold,MEX,Humberto Mariles,humberto-mariles-1
1948,EQU,mens-jumping-individual,Silver,MEX,RubÃ©n Uriza,ruben-uriza-1
1948,EQU,mens-jumping-individual,Bronze,FRA,Jean, Marquis d'Orgeix
1936,EQU,mens-jumping-individual,Gold,GER,Kurt Hasse,kurt-hasse-1
1936,EQU,mens-jumping-individual,Silver,ROU,Henri Rang,henri-rang-1
1936,EQU,mens-jumping-individual,Bronze,HUN,JÃ³zsef von Platthy,jozsef-von-platthy-1
1932,EQU,mens-jumping-individual,Gold,JPN,Takeichi, Baron Nishi
1932,EQU,mens-jumping-individual,Silver,USA,Harry Chamberlin,harry-chamberlin-1
1932,EQU,mens-jumping-individual,Bronze,SWE,Clarence von Rosen, Jr.
1928,EQU,mens-jumping-individual,Gold,TCH,FrantiÅ¡ek Ventura,frantisek-ventura-1
1928,EQU,mens-jumping-individual,Silver,FRA,Pierre Bertran de Balanda,pierre-bertran-de-balanda-1
1928,EQU,mens-jumping-individual,Bronze,SUI,Charles-Gustave Kuhn,charles-gustave-kuhn-1
1924,EQU,mens-jumping-individual,Gold,SUI,Alphonse Gemuseus,alphonse-gemuseus-1
1924,EQU,mens-jumping-individual,Silver,ITA,Tommaso Lequio di Assaba,tommaso-lequio-di-assaba-1
1924,EQU,mens-jumping-individual,Bronze,POL,Adam KrÃ³likiewicz,adam-krolikiewicz-1
1920,EQU,mens-jumping-individual,Gold,ITA,Tommaso Lequio di Assaba,tommaso-lequio-di-assaba-1
1920,EQU,mens-jumping-individual,Silver,ITA,Alessandro Valerio,alessandro-valerio-1
1920,EQU,mens-jumping-individual,Bronze,SWE,Carl Gustaf Lewenhaupt,carl-gustaf-lewenhaupt-1
1912,EQU,mens-jumping-individual,Gold,FRA,Jacques Cariou,jacques-cariou-1
1912,EQU,mens-jumping-individual,Silver,GER,Rabod Wilhelm von KrÃ¶cher,rabod-wilhelm-von-krocher-1
1912,EQU,mens-jumping-individual,Bronze,BEL,Emmanuel de Blommaert de Soye,emmanuel-de-blommaert-de-soye-1
1952,EQU,mens-jumping-team,Gold,GBR,Great Britain,
1952,EQU,mens-jumping-team,Silver,CHI,Chile,
1952,EQU,mens-jumping-team,Bronze,USA,United States,
1948,EQU,mens-jumping-team,Gold,MEX,Mexico,
1948,EQU,mens-jumping-team,Silver,ESP,Spain,
1948,EQU,mens-jumping-team,Bronze,GBR,Great Britain,
1936,EQU,mens-jumping-team,Gold,GER,Germany,
1936,EQU,mens-jumping-team,Silver,NED,Netherlands,
1936,EQU,mens-jumping-team,Bronze,POR,Portugal,
1928,EQU,mens-jumping-team,Gold,ESP,Spain,
1928,EQU,mens-jumping-team,Silver,POL,Poland,
1928,EQU,mens-jumping-team,Bronze,SWE,Sweden,
1924,EQU,mens-jumping-team,Gold,SWE,Sweden,
1924,EQU,mens-jumping-team,Silver,SUI,Switzerland,
1924,EQU,mens-jumping-team,Bronze,POR,Portugal,
1920,EQU,mens-jumping-team,Gold,SWE,Sweden,
1920,EQU,mens-jumping-team,Silver,BEL,Belgium,
1920,EQU,mens-jumping-team,Bronze,ITA,Italy,
1912,EQU,mens-jumping-team,Gold,SWE,Sweden,
1912,EQU,mens-jumping-team,Silver,FRA,France,
1912,EQU,mens-jumping-team,Bronze,GER,Germany,
1960,EQU,mens-three-day-event-individual,Gold,AUS,Laurie Morgan,laurie-morgan-1
1960,EQU,mens-three-day-event-individual,Silver,AUS,Neale Lavis,neale-lavis-1
1960,EQU,mens-three-day-event-individual,Bronze,SUI,Tony BÃ¼hler,tony-buhler-1
1956,EQU,mens-three-day-event-individual,Gold,SWE,Petrus Kastenman,petrus-kastenman-1
1956,EQU,mens-three-day-event-individual,Silver,GER,August LÃ¼tke Westhues,august-lutke-westhues-1
1956,EQU,mens-three-day-event-individual,Bronze,GBR,Frank Weldon,frank-weldon-1
1952,EQU,mens-three-day-event-individual,Gold,SWE,Hans von Blixen-Finecke, Jr.
1952,EQU,mens-three-day-event-individual,Silver,FRA,Guy Lefrant,guy-lefrant-1
1952,EQU,mens-three-day-event-individual,Bronze,GER,Willi BÃ¼sing,willi-busing-1
1948,EQU,mens-three-day-event-individual,Gold,FRA,Bernard Chevallier,bernard-chevallier-1
1948,EQU,mens-three-day-event-individual,Silver,USA,Frank Henry,frank-henry-1
1948,EQU,mens-three-day-event-individual,Bronze,SWE,Robert Selfelt,robert-selfelt-1
1936,EQU,mens-three-day-event-individual,Gold,GER,Ludwig Stubbendorf,ludwig-stubbendorf-1
1936,EQU,mens-three-day-event-individual,Silver,USA,Earl Thomson,earl-thomson-1
1936,EQU,mens-three-day-event-individual,Bronze,DEN,Hans Lunding,hans-lunding-1
1932,EQU,mens-three-day-event-individual,Gold,NED,Charles Pahud de Mortanges,charles-pahud-de-mortanges-1
1932,EQU,mens-three-day-event-individual,Silver,USA,Earl Thomson,earl-thomson-1
1932,EQU,mens-three-day-event-individual,Bronze,SWE,Clarence von Rosen, Jr.
1928,EQU,mens-three-day-event-individual,Gold,NED,Charles Pahud de Mortanges,charles-pahud-de-mortanges-1
1928,EQU,mens-three-day-event-individual,Silver,NED,Gerard de Kruijff,gerard-de-kruijff-1
1928,EQU,mens-three-day-event-individual,Bronze,GER,Bruno Neumann,bruno-neumann-1
1924,EQU,mens-three-day-event-individual,Gold,NED,Adolf van der Voort van Zijp,adolf-van-der-voort-van-zijp-1
1924,EQU,mens-three-day-event-individual,Silver,DEN,Frode Kirkebjerg,frode-kirkebjerg-1
1924,EQU,mens-three-day-event-individual,Bronze,USA,Sloan Doak,sloan-doak-1
1920,EQU,mens-three-day-event-individual,Gold,SWE,Helmer, Count MÃ¶rner
1920,EQU,mens-three-day-event-individual,Silver,SWE,Ãge LundstrÃ¶m,age-lundstrom-1
1920,EQU,mens-three-day-event-individual,Bronze,ITA,Ettore Caffaratti,ettore-caffaratti-1
1912,EQU,mens-three-day-event-individual,Gold,SWE,Axel Nordlander,axel-nordlander-1
1912,EQU,mens-three-day-event-individual,Silver,GER,Harry von Rochow,harry-von-rochow-1
1912,EQU,mens-three-day-event-individual,Bronze,FRA,Jacques Cariou,jacques-cariou-1
1960,EQU,mens-three-day-event-team,Gold,AUS,Australia,
1960,EQU,mens-three-day-event-team,Silver,SUI,Switzerland,
1960,EQU,mens-three-day-event-team,Bronze,FRA,France,
1956,EQU,mens-three-day-event-team,Gold,GBR,Great Britain,
1956,EQU,mens-three-day-event-team,Silver,GER,Germany,
1956,EQU,mens-three-day-event-team,Bronze,CAN,Canada,
1952,EQU,mens-three-day-event-team,Gold,SWE,Sweden,
1952,EQU,mens-three-day-event-team,Silver,GER,Germany,
1952,EQU,mens-three-day-event-team,Bronze,USA,United States,
1948,EQU,mens-three-day-event-team,Gold,USA,United States,
1948,EQU,mens-three-day-event-team,Silver,SWE,Sweden,
1948,EQU,mens-three-day-event-team,Bronze,MEX,Mexico,
1936,EQU,mens-three-day-event-team,Gold,GER,Germany,
1936,EQU,mens-three-day-event-team,Silver,POL,Poland,
1936,EQU,mens-three-day-event-team,Bronze,GBR,Great Britain,
1932,EQU,mens-three-day-event-team,Gold,USA,United States,
1932,EQU,mens-three-day-event-team,Silver,NED,Netherlands,
1928,EQU,mens-three-day-event-team,Gold,NED,Netherlands,
1928,EQU,mens-three-day-event-team,Silver,NOR,Norway,
1928,EQU,mens-three-day-event-team,Bronze,POL,Poland,
1924,EQU,mens-three-day-event-team,Gold,NED,Netherlands,
1924,EQU,mens-three-day-event-team,Silver,SWE,Sweden,
1924,EQU,mens-three-day-event-team,Bronze,ITA,Italy,
1920,EQU,mens-three-day-event-team,Gold,SWE,Sweden,
1920,EQU,mens-three-day-event-team,Silver,ITA,Italy,
1920,EQU,mens-three-day-event-team,Bronze,BEL,Belgium,
1912,EQU,mens-three-day-event-team,Gold,SWE,Sweden,
1912,EQU,mens-three-day-event-team,Silver,GER,Germany,
1912,EQU,mens-three-day-event-team,Bronze,USA,United States,
1920,EQU,mens-vaulting-individual,Gold,BEL,DaniÃ«l Bouckaert,daniel-bouckaert-1
1920,EQU,mens-vaulting-individual,Silver,FRA, Field,field-1
1920,EQU,mens-vaulting-individual,Bronze,BEL,Louis Finet,louis-finet-1
1920,EQU,mens-vaulting-team,Gold,BEL,Belgium,
1920,EQU,mens-vaulting-team,Silver,FRA,France,
1920,EQU,mens-vaulting-team,Bronze,SWE,Sweden,
2012,EQU,mixed-dressage-individual,Gold,GBR,Charlotte Dujardin,charlotte-dujardin-1
2012,EQU,mixed-dressage-individual,Silver,NED,Adelinde Cornelissen,adelinde-cornelissen-1
2012,EQU,mixed-dressage-individual,Bronze,GBR,Laura Bechtolsheimer,laura-bechtolsheimer-1
2008,EQU,mixed-dressage-individual,Gold,NED,Anky van Grunsven,anky-van-grunsven-1
2008,EQU,mixed-dressage-individual,Silver,GER,Isabell Werth,isabell-werth-1
2008,EQU,mixed-dressage-individual,Bronze,GER,Heike Kemmer,heike-kemmer-1
2004,EQU,mixed-dressage-individual,Gold,NED,Anky van Grunsven,anky-van-grunsven-1
2004,EQU,mixed-dressage-individual,Silver,GER,Ulla Salzgeber,ulla-salzgeber-1
2004,EQU,mixed-dressage-individual,Bronze,ESP,Beatriz Ferrer-Salat,beatriz-ferrer-salat-1
2000,EQU,mixed-dressage-individual,Gold,NED,Anky van Grunsven,anky-van-grunsven-1
2000,EQU,mixed-dressage-individual,Silver,GER,Isabell Werth,isabell-werth-1
2000,EQU,mixed-dressage-individual,Bronze,GER,Ulla Salzgeber,ulla-salzgeber-1
1996,EQU,mixed-dressage-individual,Gold,GER,Isabell Werth,isabell-werth-1
1996,EQU,mixed-dressage-individual,Silver,NED,Anky van Grunsven,anky-van-grunsven-1
1996,EQU,mixed-dressage-individual,Bronze,NED,Sven Rothenberger,sven-rothenberger-1
1992,EQU,mixed-dressage-individual,Gold,GER,Nicole Uphoff-Becker,nicole-uphoff-becker-1
1992,EQU,mixed-dressage-individual,Silver,GER,Isabell Werth,isabell-werth-1
1992,EQU,mixed-dressage-individual,Bronze,GER,Klaus Balkenhol,klaus-balkenhol-1
1988,EQU,mixed-dressage-individual,Gold,FRG,Nicole Uphoff-Becker,nicole-uphoff-becker-1
1988,EQU,mixed-dressage-individual,Silver,FRA,Margit Otto-CrÃ©pin,margit-otto-crepin-1
1988,EQU,mixed-dressage-individual,Bronze,SUI,Christine StÃ¼ckelberger,christine-stuckelberger-1
1984,EQU,mixed-dressage-individual,Gold,FRG,Reiner Klimke,reiner-klimke-1
1984,EQU,mixed-dressage-individual,Silver,DEN,Anne Grethe Jensen-TÃ¶rnblad,anne-grethe-jensen-tornblad-1
1984,EQU,mixed-dressage-individual,Bronze,SUI,Otto Hofer,otto-hofer-1
1980,EQU,mixed-dressage-individual,Gold,AUT,Sissy Max-Theurer,sissy-max-theurer-1
1980,EQU,mixed-dressage-individual,Silver,URS,Yury Kovshov,yury-kovshov-1
1980,EQU,mixed-dressage-individual,Bronze,URS,Viktor Ugryumov,viktor-ugryumov-1
1976,EQU,mixed-dressage-individual,Gold,SUI,Christine StÃ¼ckelberger,christine-stuckelberger-1
1976,EQU,mixed-dressage-individual,Silver,FRG,Harry Boldt,harry-boldt-1
1976,EQU,mixed-dressage-individual,Bronze,FRG,Reiner Klimke,reiner-klimke-1
1972,EQU,mixed-dressage-individual,Gold,FRG,Liselott Linsenhoff,liselott-linsenhoff-1
1972,EQU,mixed-dressage-individual,Silver,URS,Yelena Petushkova,yelena-petushkova-1
1972,EQU,mixed-dressage-individual,Bronze,FRG,Josef Neckermann,josef-neckermann-1
1968,EQU,mixed-dressage-individual,Gold,URS,Ivan Kizimov,ivan-kizimov-1
1968,EQU,mixed-dressage-individual,Silver,FRG,Josef Neckermann,josef-neckermann-1
1968,EQU,mixed-dressage-individual,Bronze,FRG,Reiner Klimke,reiner-klimke-1
1964,EQU,mixed-dressage-individual,Gold,SUI,Henri Chammartin,henri-chammartin-1
1964,EQU,mixed-dressage-individual,Silver,GER,Harry Boldt,harry-boldt-1
1964,EQU,mixed-dressage-individual,Bronze,URS,Sergey Filatov,sergey-filatov-1
1960,EQU,mixed-dressage-individual,Gold,URS,Sergey Filatov,sergey-filatov-1
1960,EQU,mixed-dressage-individual,Silver,SUI,Gustav Fischer,gustav-fischer-1
1960,EQU,mixed-dressage-individual,Bronze,GER,Josef Neckermann,josef-neckermann-1
1956,EQU,mixed-dressage-individual,Gold,SWE,Henri Saint Cyr,henri-saint-cyr-1
1956,EQU,mixed-dressage-individual,Silver,DEN,Lis Hartel,lis-hartel-1
1956,EQU,mixed-dressage-individual,Bronze,GER,Liselott Linsenhoff,liselott-linsenhoff-1
1952,EQU,mixed-dressage-individual,Gold,SWE,Henri Saint Cyr,henri-saint-cyr-1
1952,EQU,mixed-dressage-individual,Silver,DEN,Lis Hartel,lis-hartel-1
1952,EQU,mixed-dressage-individual,Bronze,FRA,AndrÃ© JousseaumÃ©,andre-jousseaume-1
2012,EQU,mixed-dressage-team,Gold,GBR,Great Britain,
2012,EQU,mixed-dressage-team,Silver,GER,Germany,
2012,EQU,mixed-dressage-team,Bronze,NED,Netherlands,
2008,EQU,mixed-dressage-team,Gold,GER,Germany,
2008,EQU,mixed-dressage-team,Silver,NED,Netherlands,
2008,EQU,mixed-dressage-team,Bronze,DEN,Denmark,
2004,EQU,mixed-dressage-team,Gold,GER,Germany,
2004,EQU,mixed-dressage-team,Silver,ESP,Spain,
2004,EQU,mixed-dressage-team,Bronze,USA,United States,
2000,EQU,mixed-dressage-team,Gold,GER,Germany,
2000,EQU,mixed-dressage-team,Silver,NED,Netherlands,
2000,EQU,mixed-dressage-team,Bronze,USA,United States,
1996,EQU,mixed-dressage-team,Gold,GER,Germany,
1996,EQU,mixed-dressage-team,Silver,NED,Netherlands,
1996,EQU,mixed-dressage-team,Bronze,USA,United States,
1992,EQU,mixed-dressage-team,Gold,GER,Germany,
1992,EQU,mixed-dressage-team,Silver,NED,Netherlands,
1992,EQU,mixed-dressage-team,Bronze,USA,United States,
1988,EQU,mixed-dressage-team,Gold,FRG,West Germany,
1988,EQU,mixed-dressage-team,Silver,SUI,Switzerland,
1988,EQU,mixed-dressage-team,Bronze,CAN,Canada,
1984,EQU,mixed-dressage-team,Gold,FRG,West Germany,
1984,EQU,mixed-dressage-team,Silver,SUI,Switzerland,
1984,EQU,mixed-dressage-team,Bronze,SWE,Sweden,
1980,EQU,mixed-dressage-team,Gold,URS,Soviet Union,
1980,EQU,mixed-dressage-team,Silver,BUL,Bulgaria,
1980,EQU,mixed-dressage-team,Bronze,ROU,Romania,
1976,EQU,mixed-dressage-team,Gold,FRG,West Germany,
1976,EQU,mixed-dressage-team,Silver,SUI,Switzerland,
1976,EQU,mixed-dressage-team,Bronze,USA,United States,
1972,EQU,mixed-dressage-team,Gold,URS,Soviet Union,
1972,EQU,mixed-dressage-team,Silver,FRG,West Germany,
1972,EQU,mixed-dressage-team,Bronze,SWE,Sweden,
1968,EQU,mixed-dressage-team,Gold,FRG,West Germany,
1968,EQU,mixed-dressage-team,Silver,URS,Soviet Union,
1968,EQU,mixed-dressage-team,Bronze,SUI,Switzerland,
1964,EQU,mixed-dressage-team,Gold,GER,Germany,
1964,EQU,mixed-dressage-team,Silver,SUI,Switzerland,
1964,EQU,mixed-dressage-team,Bronze,URS,Soviet Union,
1956,EQU,mixed-dressage-team,Gold,SWE,Sweden,
1956,EQU,mixed-dressage-team,Silver,GER,Germany,
1956,EQU,mixed-dressage-team,Bronze,SUI,Switzerland,
1952,EQU,mixed-dressage-team,Gold,SWE,Sweden,
1952,EQU,mixed-dressage-team,Silver,SUI,Switzerland,
1952,EQU,mixed-dressage-team,Bronze,GER,Germany,
1900,EQU,mixed-four-in-hand-competition,Gold,BEL,Georges Nagelmackers,georges-nagelmackers-1
1900,EQU,mixed-four-in-hand-competition,Silver,FRA,LÃ©on Thome,leon-thome-1
1900,EQU,mixed-four-in-hand-competition,Bronze,FRA,Jean, Baron de Neuflize
1900,EQU,mixed-hacks-and-hunter-combined,Gold,FRA,Louis NapolÃ©on Murat,louis-napoleon-murat-1
1900,EQU,mixed-hacks-and-hunter-combined,Silver,FRA, Archenoul,archenoul-1
1900,EQU,mixed-hacks-and-hunter-combined,Bronze,FRA,Robert de Montesquiou-FÃ©zensac,robert-de-montesquiou-fezensac-1
1900,EQU,mixed-high-jump,Gold,FRA,Dominique GardÃ¨res,dominique-garderes-1
1900,EQU,mixed-high-jump,Bronze,BEL,Georges Van Der Poele,georges-van-der-poele-1
2012,EQU,mixed-jumping-individual,Gold,SUI,Steve Guerdat,steve-guerdat-1
2012,EQU,mixed-jumping-individual,Silver,NED,Gerco SchrÃ¶der,gerco-schroder-1
2012,EQU,mixed-jumping-individual,Bronze,IRL,Cian O'Connor,cian-oconnor-1
2008,EQU,mixed-jumping-individual,Gold,CAN,Eric Lamaze,eric-lamaze-1
2008,EQU,mixed-jumping-individual,Silver,SWE,Rolf-GÃ¶ran Bengtsson,rolf-goran-bengtsson-1
2008,EQU,mixed-jumping-individual,Bronze,USA,Beezie Madden,beezie-madden-1
2004,EQU,mixed-jumping-individual,Gold,BRA,Rodrigo Pessoa,rodrigo-pessoa-1
2004,EQU,mixed-jumping-individual,Silver,USA,Chris Kappler,chris-kappler-1
2004,EQU,mixed-jumping-individual,Bronze,GER,Marco Kutscher,marco-kutscher-1
2000,EQU,mixed-jumping-individual,Gold,NED,Jeroen Dubbeldam,jeroen-dubbeldam-1
2000,EQU,mixed-jumping-individual,Silver,NED,Albert Voorn,albert-voorn-1
2000,EQU,mixed-jumping-individual,Bronze,KSA,Khaled Al-Eid,khaled-al-eid-1
1996,EQU,mixed-jumping-individual,Gold,GER,Uli Kirchhoff,uli-kirchhoff-1
1996,EQU,mixed-jumping-individual,Silver,SUI,Willi Melliger,willi-melliger-1
1996,EQU,mixed-jumping-individual,Bronze,FRA,Alexandra Ledermann,alexandra-ledermann-1
1992,EQU,mixed-jumping-individual,Gold,GER,Ludger Beerbaum,ludger-beerbaum-1
1992,EQU,mixed-jumping-individual,Silver,NED,Piet Raymakers,piet-raymakers-1
1992,EQU,mixed-jumping-individual,Bronze,USA,Norman Dello Joio,norman-dello-joio-1
1988,EQU,mixed-jumping-individual,Gold,FRA,Pierre Durand, Jr.
1988,EQU,mixed-jumping-individual,Silver,USA,Greg Best,greg-best-1
1988,EQU,mixed-jumping-individual,Bronze,FRG,Karsten Huck,karsten-huck-1
1984,EQU,mixed-jumping-individual,Gold,USA,Joe Fargis,joe-fargis-1
1984,EQU,mixed-jumping-individual,Silver,USA,Conrad Homfeld,conrad-homfeld-1
1984,EQU,mixed-jumping-individual,Bronze,SUI,Heidi Robbiani,heidi-robbiani-1
1980,EQU,mixed-jumping-individual,Gold,POL,Jan Kowalczyk,jan-kowalczyk-1
1980,EQU,mixed-jumping-individual,Silver,URS,Nikolay Korolkov,nikolay-korolkov-1
1980,EQU,mixed-jumping-individual,Bronze,MEX,JoaquÃ­n PÃ©rez,joaquin-perez-1
1976,EQU,mixed-jumping-individual,Gold,FRG,Alwin SchockemÃ¶hle,alwin-schockemohle-1
1976,EQU,mixed-jumping-individual,Silver,CAN,Michel Vaillancourt,michel-vaillancourt-1
1976,EQU,mixed-jumping-individual,Bronze,BEL,FranÃ§ois Mathy,francois-mathy-1
1972,EQU,mixed-jumping-individual,Gold,ITA,Graziano Mancinelli,graziano-mancinelli-1
1972,EQU,mixed-jumping-individual,Silver,GBR,Ann Moore,ann-moore-1
1972,EQU,mixed-jumping-individual,Bronze,USA,Neal Shapiro,neal-shapiro-1
1968,EQU,mixed-jumping-individual,Gold,USA,Bill Steinkraus,bill-steinkraus-1
1968,EQU,mixed-jumping-individual,Silver,GBR,Marion Coakes,marion-coakes-1
1968,EQU,mixed-jumping-individual,Bronze,GBR,David Broome,david-broome-1
1964,EQU,mixed-jumping-individual,Gold,FRA,Pierre JonquÃ¨res d'Oriola,pierre-jonqueres-doriola-1
1964,EQU,mixed-jumping-individual,Silver,GER,Hermann Schridde,hermann-schridde-1
1964,EQU,mixed-jumping-individual,Bronze,GBR,Peter Robeson,peter-robeson-1
1960,EQU,mixed-jumping-individual,Gold,ITA,Raimondo D'Inzeo,raimondo-dinzeo-1
1960,EQU,mixed-jumping-individual,Silver,ITA,Piero D'Inzeo,piero-dinzeo-1
1960,EQU,mixed-jumping-individual,Bronze,GBR,David Broome,david-broome-1
1956,EQU,mixed-jumping-individual,Gold,GER,Hans GÃ¼nter Winkler,hans-gunter-winkler-1
1956,EQU,mixed-jumping-individual,Silver,ITA,Raimondo D'Inzeo,raimondo-dinzeo-1
1956,EQU,mixed-jumping-individual,Bronze,ITA,Piero D'Inzeo,piero-dinzeo-1
1900,EQU,mixed-jumping-individual,Gold,BEL,AimÃ© Haegeman,aime-haegeman-1
1900,EQU,mixed-jumping-individual,Silver,BEL,Georges Van Der Poele,georges-van-der-poele-1
1900,EQU,mixed-jumping-individual,Bronze,FRA,Louis de Champsavin,louis-de-champsavin-1
2012,EQU,mixed-jumping-team,Gold,GBR,Great Britain,
2012,EQU,mixed-jumping-team,Silver,NED,Netherlands,
2012,EQU,mixed-jumping-team,Bronze,KSA,Saudi Arabia,
2008,EQU,mixed-jumping-team,Gold,USA,United States,
2008,EQU,mixed-jumping-team,Silver,CAN,Canada,
2008,EQU,mixed-jumping-team,Bronze,SUI,Switzerland,
2004,EQU,mixed-jumping-team,Gold,USA,United States,
2004,EQU,mixed-jumping-team,Silver,SWE,Sweden,
2004,EQU,mixed-jumping-team,Bronze,GER,Germany,
2000,EQU,mixed-jumping-team,Gold,GER,Germany,
2000,EQU,mixed-jumping-team,Silver,SUI,Switzerland,
2000,EQU,mixed-jumping-team,Bronze,BRA,Brazil,
1996,EQU,mixed-jumping-team,Gold,GER,Germany,
1996,EQU,mixed-jumping-team,Silver,USA,United States,
1996,EQU,mixed-jumping-team,Bronze,BRA,Brazil,
1992,EQU,mixed-jumping-team,Gold,NED,Netherlands,
1992,EQU,mixed-jumping-team,Silver,AUT,Austria,
1992,EQU,mixed-jumping-team,Bronze,FRA,France,
1988,EQU,mixed-jumping-team,Gold,FRG,West Germany,
1988,EQU,mixed-jumping-team,Silver,USA,United States,
1988,EQU,mixed-jumping-team,Bronze,FRA,France,
1984,EQU,mixed-jumping-team,Gold,USA,United States,
1984,EQU,mixed-jumping-team,Silver,GBR,Great Britain,
1984,EQU,mixed-jumping-team,Bronze,FRG,West Germany,
1980,EQU,mixed-jumping-team,Gold,URS,Soviet Union,
